"ParasiteReportedName","ParasiteCorrectedName","HasBinomialName","NameObservations","FLAG","NameID","NameCitation","ParType","ParPhylum","ParClass","ParOrder","ParFamily","StrainorSubsps"
"Trypanoxyuris callis","Trypanoxyuris callis","yes","found in Smithsonian","","USNM # 1354710","","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Hapaloxyuris callithrichis","Trypanoxyuris callithricis","yes","valid in papers","","Hugot 1999","Hugot, J. P. (1999). Primates and their pinworm parasites: the Cameron hypothesis revisited. Systematic Biology, 48(3), 523-546.","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Trypanoxyuris callithricis","Trypanoxyuris callithricis","yes","valid in papers","","Hugot 1999","Hugot, J. P. (1999). Primates and their pinworm parasites: the Cameron hypothesis revisited. Systematic Biology, 48(3), 523-546.","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Trypanoxyuris callithrics","Trypanoxyuris callithricis","yes","misspelling for Trypanoxyuris callithricis (valid in papers)","","Hugot 1999","Hugot, J. P. (1999). Primates and their pinworm parasites: the Cameron hypothesis revisited. Systematic Biology, 48(3), 523-546.","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Trypanoxyuris (Hapaloxyuris) callithricis","Trypanoxyuris callithricis","yes","valid in papers","","Hugot 1999","Hugot, J. P. (1999). Primates and their pinworm parasites: the Cameron hypothesis revisited. Systematic Biology, 48(3), 523-546.","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Trypanoxyuris (Trypanoxyuris) clementinae","Trypanoxyuris clementinae","yes","valid in papers","","Hugot 1999","Hugot, J. P. (1999). Primates and their pinworm parasites: the Cameron hypothesis revisited. Systematic Biology, 48(3), 523-546.","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Trypanoxyuris clementinae","Trypanoxyuris clementinae","yes","valid in papers","","Hugot 1999","Hugot, J. P. (1999). Primates and their pinworm parasites: the Cameron hypothesis revisited. Systematic Biology, 48(3), 523-546.","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Trypanoxyuris croizati","Trypanoxyuris croizati","yes","valid in papers","","Hugot 1999","Hugot, J. P. (1999). Primates and their pinworm parasites: the Cameron hypothesis revisited. Systematic Biology, 48(3), 523-546.","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Hapaloxyuris goeldii","Trypanoxyuris goeldii","yes","valid in papers","","Hugot 1999","Hugot, J. P. (1999). Primates and their pinworm parasites: the Cameron hypothesis revisited. Systematic Biology, 48(3), 523-546.","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Trypanoxyuris (Trypanoxyuris) lagothricis","Trypanoxyuris lagothricis","yes","valid in papers","","Pinto et al. 2013","Pinto, H. A., Ferreira Junior, F. C., Mati, V. L. T., & Melo, A. L. D. (2013). Trypanoxyuris (Paraoxyuronema) lagothricis (Nematoda: Oxyuridae) in Lagothrix cana (Primates: Atelidae) from Brazil. Revista Brasileira de Parasitologia Veterin·ria, 22(2), 307-311.","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Paraoxyuronema lagothricis","Trypanoxyuris lagothricis","yes","valid in papers","","Pinto et al 2013","Pinto, H. A., Ferreira Junior, F. C., Mati, V. L. T., & Melo, A. L. D. (2013). Trypanoxyuris (Paraoxyuronema) lagothricis (Nematoda: Oxyuridae) in Lagothrix cana (Primates: Atelidae) from Brazil.†Revista Brasileira de Parasitologia Veterin·ria,†22(2), 307-311.","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Trypanoxyuris (Trypanoxyuris) microon","Trypanoxyuris microon","yes","valid name in NCBI","","NCBI 338317","","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Trypanoxyuris microon","Trypanoxyuris microon","yes","valid name in NCBI","","NCBI 338317","","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Trypanoxyuris (Trypanoxyuris) minutus","Trypanoxyuris minutus","yes","valid name in NCBI","","NCBI 1630202","","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Trypanoxyuris minutus","Trypanoxyuris minutus","yes","valid name in NCBI","","NCBI 1630202","","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Hapaloxyuris oedipi","Trypanoxyuris oedipi","yes","valid in papers","","Hugot 1999","Hugot, J. P. (1999). Primates and their pinworm parasites: the Cameron hypothesis revisited. Systematic Biology, 48(3), 523-546.","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Trypanoxyuris oedipi","Trypanoxyuris oedipi","yes","valid in papers","","Hugot 1999","Hugot, J. P. (1999). Primates and their pinworm parasites: the Cameron hypothesis revisited. Systematic Biology, 48(3), 523-546.","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Trypanoxyuris (Trypanoxyuris) satanas","Trypanoxyuris satanas","yes","valid in papers","","Hugot 1999","Hugot, J. P. (1999). Primates and their pinworm parasites: the Cameron hypothesis revisited. Systematic Biology, 48(3), 523-546.","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Trypanoxyuris satanas","Trypanoxyuris satanas","yes","valid in papers","","Hugot 1999","Hugot, J. P. (1999). Primates and their pinworm parasites: the Cameron hypothesis revisited. Systematic Biology, 48(3), 523-546.","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Trypanoxyuris sceleratus","Trypanoxyuris sceleratus","yes","valid in papers","","Hugot 1999","Hugot, J. P. (1999). Primates and their pinworm parasites: the Cameron hypothesis revisited. Systematic Biology, 48(3), 523-546.","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Trypanoxyuris (Trypanoxyuris) sceleratus","Trypanoxyuris sceleratus","yes","valid in papers","","Hugot 1999","Hugot, J. P. (1999). Primates and their pinworm parasites: the Cameron hypothesis revisited. Systematic Biology, 48(3), 523-546.","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Trypanoxyuris scleratus","Trypanoxyuris sceleratus","yes","probably a mispelling for T. sceleratus (valid in papers)","","Hugot 1999","Hugot, J. P. (1999). Primates and their pinworm parasites: the Cameron hypothesis revisited. Systematic Biology, 48(3), 523-546.","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Trypanoxyuris sp.","Trypanoxyuris sp.","no","valid name in NCBI","","NCBI 338316","","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Trypanoxyuris","Trypanoxyuris sp.","no","valid name in NCBI","","NCBI 338316","","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Trypanoxyuris (Trypanoxyuris) trypanuris","Trypanoxyuris trypanuris","yes","valid in papers","","Hugot 1999","Hugot, J. P. (1999). Primates and their pinworm parasites: the Cameron hypothesis revisited. Systematic Biology, 48(3), 523-546.","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Trypanoxyuris trypanuris","Trypanoxyuris trypanuris","yes","valid in papers","","Hugot 1999","Hugot, J. P. (1999). Primates and their pinworm parasites: the Cameron hypothesis revisited. Systematic Biology, 48(3), 523-546.","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Trypanoxyurus","Trypanoxyurus sp.","no","valid name in NCBI","","NCBI 338316","","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Tuga penetrans","Tunga penetrans","yes","valid name in NCBI","","NCBI 214035","","Arthropod","Arthropoda","Insecta","Siphonaptera","Pulicidae",""
"Tunga penetrans","Tunga penetrans","yes","valid name in NCBI","","NCBI 214035","","Arthropod","Arthropoda","Insecta","Siphonaptera","Pulicidae",""
"Umingmakstrongylus pallikuukensis","Umingmakstrongylus pallikuukensis","yes","valid name in NCBI","","NCBI 283908","","Helminth","Nematoda","Secernentea","Strongylida","Protostrongylidae",""
"Otarine Herpesvirus-1 (OtHV-1)","Unassigned Phocid gammaherpesvirus 2","yes","based on ParasiteCorrectedName in GMPD, valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Rhadinovirus otarine herpes virus type 1","Unassigned Phocid gammaherpesvirus 2","yes","based on ParasiteCorrectedName in GMPD, valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Phocid herpesvirus type 2","Unassigned Phocid gammaherpesvirus 2","yes","based on ParasiteCorrectedName in GMPD, valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Uncinaria criniformis","Uncinaria criniformis","yes","mispelling, valid in papers","","Boreka et al. 2013","Borecka, A., Gawor, J., & Zieba, F. (2013). A survey of intestinal helminths in wild carnivores from the Tatra National Park, southern Poland. Annals of parasitology, 59(4).","Helminth","Nematoda","Secernentea","Rhabditida","Ancylostomatidae",""
"Uncinaria Hamiltoni","Uncinaria hamiltoni","yes","valid name in NCBI","","NCBI 1080935","","Helminth","Nematoda","Secernentea","Rhabditida","Ancylostomatidae",""
"Uncinaria spp.","Uncinaria sp.","no","valid name in NCBI","","NCBI 125366","","Helminth","Nematoda","Secernentea","Rhabditida","Ancylostomatidae",""
"Uncinaria sp.","Uncinaria sp.","no","valid name in NCBI","","NCBI 125366","","Helminth","Nematoda","Secernentea","Rhabditida","Ancylostomatidae",""
"Uncinaria spp","Uncinaria sp.","no","valid name in NCBI","","NCBI 125366","","Helminth","Nematoda","Secernentea","Rhabditida","Ancylostomatidae",""
"Uncinaria lucasi","Unicinaria lucasi","yes","valid name in NCBI","","NCBI 1080936","","Helminth","Nematoda","Secernentea","Rhabditida","Ancylostomatidae",""
"Uncinaria lucasi Stiles","Unicinaria lucasi","yes","valid name in NCBI","","NCBI 1080936","","Helminth","Nematoda","Secernentea","Rhabditida","Ancylostomatidae",""
"Uncinaris stenocephala","Unicinaria stenocephala","yes","valid name in NCBI","","NCBI 125367","","Helminth","Nematoda","Secernentea","Rhabditida","Ancylostomatidae",""
"Uncinaria stenocephala","Unicinaria stenocephala","yes","valid name in NCBI","","NCBI 125367","","Helminth","Nematoda","Secernentea","Rhabditida","Ancylostomatidae",""
"Unicaria stenocephala","Unicinaria stenocephala","yes","valid name in NCBI","","NCBI 125367","","Helminth","Nematoda","Secernentea","Rhabditida","Ancylostomatidae",""
"Vagococcus lutrae sp.","Vagococcus lutrae","yes","valid name in NCBI","","NCBI 81947","","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae",""
"Varestrongylus alces","Varestrongylus alces","yes","valid name in NCBI","","NCBI 1620911","","Helminth","Nematoda","Secernentea","Strongylida","Protostrongylidae",""
"Varestrongylus alpenae","Varestrongylus alpenae","yes","valid name in NCBI","","NCBI 283898","","Helminth","Nematoda","Secernentea","Strongylida","Protostrongylidae",""
"Varastrongylus capreoli","Varestrongylus capreoli","yes","misspelling","","NCBI 1490297","","Helminth","Nematoda","Secernentea","Strongylida","Protostrongylidae",""
"Varestrongylus capreoli","Varestrongylus capreoli","yes","misspelling","","NCBI 1490297","","Helminth","Nematoda","Secernentea","Strongylida","Protostrongylidae",""
"Varestrongylus sagittatus","Varestrongylus sagittatus","yes","valid name in NCBI","","NCBI 1490283","","Helminth","Nematoda","Secernentea","Strongylida","Protostrongylidae",""
"Varicellovirus Bovine herpesvirus 1","Varicellovirus Bovine alphaherpesvirus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"bovine rhinotracheitis virus","Varicellovirus Bovine alphaherpesvirus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Bovine Herpesvirus-1","Varicellovirus Bovine alphaherpesvirus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Infectious bovine rhinotracheitis virus","Varicellovirus Bovine alphaherpesvirus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Varicellovirus Bovine herpesvirus 1  (Colorado strain)","Varicellovirus Bovine alphaherpesvirus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae","(Colorado strain)"
"Bovine herpesvirus 1","Varicellovirus Bovine alphaherpesvirus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Canine herpesvirus","Varicellovirus Canid alphaherpes virus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Canine infectious hepatitis virus","Varicellovirus Canid alphaherpes virus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Canine herpes virus","Varicellovirus Canid alphaherpes virus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Varicellovirus canine herpes virus","Varicellovirus Canid alphaherpes virus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Canine herpesvirus type 1","Varicellovirus Canid alphaherpes virus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Varicellovirus Caprine herpesvirus 1","Varicellovirus Caprine alphaherpesvirus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Caprine herpesvirus-1","Varicellovirus Caprine alphaherpesvirus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Medical Lake Macaque (MLM) herpesvirus","Varicellovirus Cercopithecine alphaherpesvirus 9","yes","Varicellovirus Cercopithecine herpesvirus 9 synonym from C. Nunn; current name in ICTV v.2015","yes","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Varicellovirus Cervid herpesvirus 1","Varicellovirus Cervid alphaherpesvirus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Cervid herpesvirus-1","Varicellovirus Cervid alphaherpesvirus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"reindeer herpesvirus","Varicellovirus Cervid alphaherpesvirus 2","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Varicellovirus Cervid herpesvirus 2","Varicellovirus Cervid alphaherpesvirus 2","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Varicellovirus Equid herpesvirus 1","Varicellovirus Equid alphaherpesvirus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Equine herpesvirus 1","Varicellovirus Equid alphaherpesvirus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Varicellovirus Equid herpesvirus 4","Varicellovirus Equid alphaherpesvirus 4","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Equine herpesvirus 4","Varicellovirus Equid alphaherpesvirus 4","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Equine herpesvirus 9","Varicellovirus Equid alphaherpesvirus 9","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Feline herpesvirus type I","Varicellovirus Felid alphaherpesvirus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Feline herpesvirus","Varicellovirus Felid alphaherpesvirus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Feline herpesvirus 1","Varicellovirus Felid alphaherpesvirus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Varicellovirus feline herpes virus type 1","Varicellovirus Felid alphaherpesvirus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Varicellovirus feline herpes virus","Varicellovirus Felid alphaherpesvirus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Feline herpesvirus- 1","Varicellovirus Felid alphaherpesvirus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Feline herpes virus 1","Varicellovirus Felid alphaherpesvirus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Feline Herpesvirus (FHV)","Varicellovirus Felid alphaherpesvirus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Feline herpes virus (FHV) Type 1","Varicellovirus Felid alphaherpesvirus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Feline herpes virus","Varicellovirus Felid alphaherpesvirus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
