"ParasiteReportedName","ParasiteCorrectedName","HasBinomialName","NameObservations","FLAG","NameID","NameCitation","ParType","ParPhylum","ParClass","ParOrder","ParFamily","StrainorSubsps"
"Haemonchus vegliai","Haemonchus vegliai","yes","valid in papers","","Spinage, C. A.","Spinage, C. A. (2012). Zoonoses Animal and Human Diseases Endo and Ectoparasites Mainly Mammal II. In†African Ecology†(pp. 1151-1190). Springer Berlin Heidelberg.","Helminth","Nematoda","Secernentea","Rhabditida","Haemonchidae",""
"Haemophilus","Haemophilus sp.","no","valid name in NCBI","","NCBI 724","","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae",""
"Hafnia alvei","Hafnia alvei","yes","valid name in NCBI","","NCBI 569","","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",""
"Hafnia sp.","Hafnia sp.","no","valid name in NCBI","","NCBI 568","","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",""
"Isospora heydorni","Hammondia heydorni","yes","invalid genus","","GJERDE & Dahlgren 2011","GJERDE, B., & Dahlgren, S. S. (2011). Hammondia triffittae n. comb. of foxes (Vulpes spp.): biological and molecular characteristics and differentiation from Hammondia heydorni of dogs.†Parasitology,†138(03), 303-321.","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae",""
"Hantavirus sp.","Hantavirus sp.","no","valid name in NCBI","","NCBI 11598","","Virus","RNA virus","ss-","Mononegavirales","Bunyaviridae",""
"Hapaloxyuris tamarini","Hapaloxyuris tamarini","yes","valid name in GBIF","","GBIF ID 7026676","","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Hechtiella lopesi","Hechtiella Lopesi","yes","valid in one paper","","Linardi, P. M. ","Linardi, P. M. (2011). Checklist of Siphonaptera (Insecta) from S„o Paulo State, Brazil.†Biota Neotropica,†11, 607-617.","Arthropod","Arthropoda","Insecta","Siphonaptera","Rhopalopsyllidae",""
"Hedruris sp.","Hedruris sp.","no","valid name in NCBI","","NCBI 911338","","Helminth","Nematoda","Secernentea","Spirurida","Hedruridae",""
"Helcoccus sp.","Helcoccus sp.","no","valid name in NCBI","","NCBI 31983","","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales Family XI. Incertae Sedis",""
"Helicobacter spp.","Helicobacter sp.","no","valid name in NCBI","","NCBI 209","","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae",""
"Helicobacter","Helicobacter sp.","no","valid name in NCBI","","NCBI 209","","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae",""
"Helicobacter-like organisms","Helicobacter sp.","no","valid name in NCBI","","NCBI 209","","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae",""
"Hemiechinosoma sp.","Hemiechinosoma sp.","no","valid name in ITIS","","ITIS 993575","","Helminth","Acanthocephala","Palaeacanthocephala","Polymorphida","Polymorphidae",""
"Hemigalichus chrotogale sp. nov","Hemigalichus chrotogale","yes","few papers likely in GMPD","",NA,"Bochkov, A. V., & Oconnor, B. M. (2005). The life-cycle of Hemigalichus chrotogale sp. nov.(Acari: Listrophoridae), with comparative observations on listrophorid morphology.†Journal of Natural History,†39(44), 3811-3832.","Arthropod","Arthropoda","Arachnida","Sarcoptiformes","Listrophoridae",""
"Hepatocystis bouillezi","Hepatocystis bovillezi","yes","found only in Garnham 1966 and species description","","Garnham 1966","Garnham, P. C. C. 1966. Malaria parasites and other Haemosporidia. Blackwell Scientific, Oxford:1114.","Protozoa","Apicomplexa","Aconoidasida","Haemosporida","Plasmodiidae",""
"Hepatocystis bovillezi","Hepatocystis bovillezi","yes","found only in Garnham 1966 and species description","","Garnham 1966","Garnham, P. C. C. 1966. Malaria parasites and other Haemosporidia. Blackwell Scientific, Oxford:1114.","Protozoa","Apicomplexa","Aconoidasida","Haemosporida","Plasmodiidae",""
"Hepatocystis cercopitheci","Hepatocystis cercopitheci","yes","valid in papers","","Thurber, M. I., Ghai, R. R., Hyeroba, D., Weny, G., Tumukunde, A., Chapman, C. A., ... & Friedrich, T. C. ","Thurber, M. I., Ghai, R. R., Hyeroba, D., Weny, G., Tumukunde, A., Chapman, C. A., ... & Friedrich, T. C. (2013). Co-infection and cross-species transmission of divergent Hepatocystis lineages in a wild African primate community.†International journal for parasitology,†43(8), 613-619.","Protozoa","Apicomplexa","Aconoidasida","Haemosporida","Plasmodiidae",""
"Plasmodium foleyi","Hepatocystis foleyi","yes","found in Garnham 1966, source for Coatney et al 1971","","Coatney et al. 1971","Coatney, G. R., W. E. Collins, and W. McWilson. 1971. The primate malarias. Bethesda, National insitiute of allergy and infectious diseases.","Protozoa","Apicomplexa","Aconoidasida","Haemosporida","Plasmodiidae",""
"Hepatocystis kochi","Hepatocystis kochi","yes","valid in papers","","Jeneby, M. ","Jeneby, M. (2011). Haemoprotozoan Parasites of Non-Human Primates in Kenya: Studies on Prevalence and Characterization of Haemoprotozoan Parasites of Wild-Caught Baboons, African Green Monkeys and Syke's Monkeys.","Protozoa","Apicomplexa","Aconoidasida","Haemosporida","Plasmodiidae",""
"Hepatocystes kochi","Hepatocystis kochi","yes","valid in papers","","Jeneby, M. ","Jeneby, M. (2011). Haemoprotozoan Parasites of Non-Human Primates in Kenya: Studies on Prevalence and Characterization of Haemoprotozoan Parasites of Wild-Caught Baboons, African Green Monkeys and Syke's Monkeys.","Protozoa","Apicomplexa","Aconoidasida","Haemosporida","Plasmodiidae",""
"Hepatocystis semnopitheci","Hepatocystis semnopitheci","yes","few papers likely in GMPD","",NA,"Eyles, D. E., Laing, A. B. G., & Dobrovolny, C. G. (1962). The malaria parasites of the pig-tailed macaque, Macaca nemestrina nemestrina (Linnaeus), in Malaya.†Indian Journal of Malariology,†16(3), 285-98.","Protozoa","Apicomplexa","Aconoidasida","Haemosporida","Plasmodiidae",""
"Hepatocystis simiae","Hepatocystis simiae","yes","valid in papers","","Thurber, M. I., Ghai, R. R., Hyeroba, D., Weny, G., Tumukunde, A., Chapman, C. A., ... & Friedrich, T. C. ","Thurber, M. I., Ghai, R. R., Hyeroba, D., Weny, G., Tumukunde, A., Chapman, C. A., ... & Friedrich, T. C. (2013). Co-infection and cross-species transmission of divergent Hepatocystis lineages in a wild African primate community.†International journal for parasitology,†43(8), 613-619.","Protozoa","Apicomplexa","Aconoidasida","Haemosporida","Plasmodiidae",""
"Hepatocystis trophozoites","Hepatocystis sp.","no","invalid name","","","","Protozoa","Apicomplexa","Aconoidasida","Haemosporida","Plasmodiidae",""
"Hepatocystis sp.","Hepatocystis sp.","no","valid name in NCBI","","NCBI 77566","","Protozoa","Apicomplexa","Aconoidasida","Haemosporida","Plasmodiidae",""
"Hepatocystis taiwanensis","Hepatocystis taiwanensis","yes","few papers likely in GMPD","",NA,"Otsuru, M., & Sekikawa, H. (1968). A survey of simian malaria in Japan.Transactions of the Royal Society of Tropical Medicine and Hygiene,†62(4), 558-561.","Protozoa","Apicomplexa","Aconoidasida","Haemosporida","Plasmodiidae",""
"Hepatitis A virus","Hepatovirus Hepatovirus A","yes","valid name in ICTV v.2015; renamed in 2013","","","","Virus","RNA virus","ss+","Picornavirales","Picornaviridae",""
"hepatitis A virus","Hepatovirus Hepatovirus A","yes","valid name in ICTV v.2015; renamed in 2013","","","","Virus","RNA virus","ss+","Picornavirales","Picornaviridae",""
"Hepatoxylon trichiuri","Hepatoxylon trichiuri","yes","valid name in NCBI","","NCBI 648052","","Helminth","Platyhelminthes","Cestoda","Trypanorhyncha","Hepatoxylidae",""
"Hepatozoon americanum","Hepatozoon americanum","yes","valid name in NCBI","","NCBI 110119","","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Hepatozoidae",""
"Hepatozoon canis","Hepatozoon canis","yes","valid name in NCBI","","NCBI 110120","","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Hepatozoidae",""
"Hepatozoon Canis","Hepatozoon canis","yes","valid name in NCBI","","NCBI 110120","","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Hepatozoidae",""
"Hepatozoon sp. JM-1","Hepatozoon JM-1","yes","one paper likely in GMPD","",NA,"Kubo, M., Nagataki, M., Agatsuma, T., Sakai, H., Masegi, T., Panciera, R. J., & Yanai, T. (2009). Parasitological and molecular features of the Hepatozoon species in the myocardium of Japanese martens (Martes melampus melampus).†Journal of Parasitology,†95(6), 1496-1502.","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Hepatozoidae",""
"Hepatozoon sp. JM-2","Hepatozoon JM-2","yes","one paper likely in GMPD","",NA,"Kubo, M., Nagataki, M., Agatsuma, T., Sakai, H., Masegi, T., Panciera, R. J., & Yanai, T. (2009). Parasitological and molecular features of the Hepatozoon species in the myocardium of Japanese martens (Martes melampus melampus).†Journal of Parasitology,†95(6), 1496-1502.","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Hepatozoidae",""
"Hepatozoon sp. JM-3","Hepatozoon JM-3","yes","one paper likely in GMPD","",NA,"Kubo, M., Nagataki, M., Agatsuma, T., Sakai, H., Masegi, T., Panciera, R. J., & Yanai, T. (2009). Parasitological and molecular features of the Hepatozoon species in the myocardium of Japanese martens (Martes melampus melampus).†Journal of Parasitology,†95(6), 1496-1502.","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Hepatozoidae",""
"Hepatozoon sp. JM-4","Hepatozoon JM-4","yes","one paper likely in GMPD","",NA,"Kubo, M., Nagataki, M., Agatsuma, T., Sakai, H., Masegi, T., Panciera, R. J., & Yanai, T. (2009). Parasitological and molecular features of the Hepatozoon species in the myocardium of Japanese martens (Martes melampus melampus).†Journal of Parasitology,†95(6), 1496-1502.","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Hepatozoidae",""
"Hepatozoon sp. JM-5","Hepatozoon JM-5","yes","one paper likely in GMPD","",NA,"Kubo, M., Nagataki, M., Agatsuma, T., Sakai, H., Masegi, T., Panciera, R. J., & Yanai, T. (2009). Parasitological and molecular features of the Hepatozoon species in the myocardium of Japanese martens (Martes melampus melampus).†Journal of Parasitology,†95(6), 1496-1502.","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Hepatozoidae",""
"Hepatozoon sp. JM-6","Hepatozoon JM-6","yes","one paper likely in GMPD","",NA,"Kubo, M., Nagataki, M., Agatsuma, T., Sakai, H., Masegi, T., Panciera, R. J., & Yanai, T. (2009). Parasitological and molecular features of the Hepatozoon species in the myocardium of Japanese martens (Martes melampus melampus).†Journal of Parasitology,†95(6), 1496-1502.","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Hepatozoidae",""
"Hepatozoon sp. JM-7","Hepatozoon JM-7","yes","one paper likely in GMPD","",NA,"Kubo, M., Nagataki, M., Agatsuma, T., Sakai, H., Masegi, T., Panciera, R. J., & Yanai, T. (2009). Parasitological and molecular features of the Hepatozoon species in the myocardium of Japanese martens (Martes melampus melampus).†Journal of Parasitology,†95(6), 1496-1502.","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Hepatozoidae",""
"Hepatozoon sp. JM-8","Hepatozoon JM-8","yes","one paper likely in GMPD","",NA,"Kubo, M., Nagataki, M., Agatsuma, T., Sakai, H., Masegi, T., Panciera, R. J., & Yanai, T. (2009). Parasitological and molecular features of the Hepatozoon species in the myocardium of Japanese martens (Martes melampus melampus).†Journal of Parasitology,†95(6), 1496-1502.","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Hepatozoidae",""
"Hepatozoon procyonis","Hepatozoon procyonis","yes","valid in papers","","Allen, K. E., Yabsley, M. J., Johnson, E. M., Reichard, M. V., Panciera, R. J., Ewing, S. A., & Little, S. E. ","Allen, K. E., Yabsley, M. J., Johnson, E. M., Reichard, M. V., Panciera, R. J., Ewing, S. A., & Little, S. E. (2011). Novel Hepatozoon in vertebrates from the southern United States.†Journal of Parasitology,†97(4), 648-653.","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Hepatozoidae",""
"Hepatozoon sp.","Hepatozoon sp.","no","valid name in NCBI","","NCBI 75741","","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Hepatozoidae",""
"Hepatozoon spp.","Hepatozoon sp.","no","valid name in NCBI","","NCBI 75741","","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Hepatozoidae",""
"Heterakis sp.","Heterakis sp.","no","valid name in NCBI","","NCBI 65464","","Helminth","Nematoda","Secernentea","Ascaridida","Heterakidae",""
"Heterobilharzia americana","Heterobilharzia americana","yes","valid name in NCBI","","NCBI 39320","","Helminth","Platyhelminthes","Trematoda","Strigeidida","Schistosomatidae",""
"Heterobilharzia sp.","Heterobilharzia americana","yes","valid name in NCBI","","NCBI 39320","","Helminth","Platyhelminthes","Trematoda","Strigeidida","Schistosomatidae",""
"Hippobosca fulva","Hippobosca fulva","yes","valid name in GBIF","","GBIF ID 1638199","","Arthropod","Arthropoda","Insecta","Diptera","Hippoboscidae",""
"Hippobosca longipennis","Hippobosca longipennis","yes","valid name in NCBI","","NCBI 1419315","","Arthropod","Arthropoda","Insecta","Diptera","Hippoboscidae",""
"Hippobosca rufipes","Hippobosca rufipes","yes","valid name in NCBI","","NCBI 452747","","Arthropod","Arthropoda","Insecta","Diptera","Hippoboscidae",""
"Histoplasma capsulatum","Histoplasma capsulatum","yes","valid name in NCBI","","NCBI 5037","","Fungus","Ascomycota","Ascomycetes","Onygenales ","Onygenaceae",""
"Hoplopsyllus","Hoplopsyllus sp.","no","valid name in NCBI","","NCBI 270845","","Arthropod","Arthropoda","Insecta","Siphonaptera","Pulicidae",""
"Epstein-Barr virus","Human gammaherpesvirus 4","yes","valid name in ICTV v.2015; renamed from Lymphocryptovirus Human herpesvirus 4, synonym from http://www.cdc.gov/epstein-barr/about-ebv.html","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Gamma Herpesvirinae Esptein-Barr like virus","Human gammaherpesvirus 4","yes","valid name in ICTV v.2015; renamed from Lymphocryptovirus Human herpesvirus 4, synonym from http://www.cdc.gov/epstein-barr/about-ebv.html","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Ebstein-Barr virus","Human gammaherpesvirus 4","yes","valid name in ICTV v.2015; renamed from Lymphocryptovirus Human herpesvirus 4, synonym from http://www.cdc.gov/epstein-barr/about-ebv.html","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"ebstein-barr","Human gammaherpesvirus 4","yes","valid name in ICTV v.2015; renamed from Lymphocryptovirus Human herpesvirus 4, synonym from http://www.cdc.gov/epstein-barr/about-ebv.html","","","","Virus","DNA virus","ds","Herpesvirales","Herpesviridae",""
"Hyalomma anatolicum excavatum","Hyalomma anatolicum","yes","valid name in NCBI","","NCBI 257692","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae","excavatum"
"Hyalomma glabrum","Hyalomma glabrum","yes","valid in papers","","Matthee, S., Lovely, C., Gaugler, A., Beeker, R., Venter, H. R., & Horak, I. G. ","Matthee, S., Lovely, C., Gaugler, A., Beeker, R., Venter, H. R., & Horak, I. G. (2010). Ixodid ticks on domestic dogs in the Northern Cape Province of South Africa and in Namibia.†Journal of the South African Veterinary Association,†81(2), 126-128.","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Hyalomma lusitanicum","Hyalomma lusitanicum","yes","valid name in NCBI","","NCBI 49205","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Hyalomma marginatum marginatum","Hyalomma marginatum","yes","valid name in NCBI","","NCBI 12701","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae","marginatum"
"Hyalomma marginatum","Hyalomma marginatum","yes","valid name in NCBI","","NCBI 12700","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae","marginatum"
"Hyalomma marginatum rufipes","Hyalomma marginatum","yes","valid name in NCBI","","NCBI 72862","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae","rufipes"
"Hyalomma marginutum rufipes","Hyalomma marginatum","yes","valid name in NCBI","","NCBI 72862","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae","rufipes"
"Hyalomma marginatum turanicum","Hyalomma marginatum","yes","valid name in NCBI","","NCBI 72862","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae","turanicum"
"Hylomma marginatum rufipes","Hyalomma marginatum","yes","valid name in NCBI","","NCBI 72862","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae","rufipes"
"Hyalomma marginata marginata","Hyalomma marginatum","yes","valid name in NCBI","","NCBI 12700","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae","marginatum"
"Hyalomma","Hyalomma sp.","no","valid name in NCBI","","NCBI 34625","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Hyalomma sp.","Hyalomma sp.","no","valid name in NCBI","","NCBI 34625","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Hyalomma truncatum","Hyalomma truncatum","yes","valid name in NCBI","","NCBI 72855","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Hyalomma trancutum","Hyalomma truncatum","yes","valid name in NCBI","","NCBI 72855","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Taenia taeniaeformis","Hydatigera taeniaeformis","yes","valid name in NCBI","","NCBI 6205","","Helminth","Platyhelminthes","Cestoda","Cyclophyllidea","Taeniidae",""
"Taenia taeniformis","Hydatigera taeniaeformis","yes","valid name in NCBI","","NCBI 6205","","Helminth","Platyhelminthes","Cestoda","Cyclophyllidea","Taeniidae",""
"Hymenolepis cebidarum","Hymenolepis cebidarum","yes","valid in one paper","","Garber, P. A., & Kitron, U. ","Garber, P. A., & Kitron, U. (2013). Why Do Tamarins Swallow Such Large Seeds? A Response to Heymannís Commentary.†International Journal of Primatology,†34(3), 450-454.","Helminth","Platyhelminthes","Cestoda","Cyclophyllidea","Hymenolepididae",""
"Hymenolepis diminuta","Hymenolepis diminuta","yes","valid name in NCBI","","NCBI 6216","","Helminth","Platyhelminthes","Cestoda","Cyclophyllidea","Hymenolepididae",""
"Hymenolepis nana","Hymenolepis nana","yes","valid name in NCBI","","NCBI 102285","","Helminth","Platyhelminthes","Cestoda","Cyclophyllidea","Hymenolepididae",""
"Hymenolepis sp.","Hymenolepis sp.","no","valid name in NCBI","","NCBI 6215","","Helminth","Platyhelminthes","Cestoda","Cyclophyllidea","Hymenolepididae",""
"Hymenolepis sp. 1","Hymenolepis sp. 1","no","valid name in NCBI","","NCBI 6215","","Helminth","Platyhelminthes","Cestoda","Cyclophyllidea","Hymenolepididae",""
"Hymenolepis sp. 2","Hymenolepis sp. 2","no","valid name in NCBI","","NCBI 6215","","Helminth","Platyhelminthes","Cestoda","Cyclophyllidea","Hymenolepididae",""
"Hyostrongylus kigeziensis","Hyostrongylus kigeziensis","yes","valid name in GBIF","","GBIF ID 7034203","Rothman, J. M., Bowman, D. D., Kalema-Zikusoka, G., & Nkurunungi, J. B. (2006). The parasites of the gorillas in Bwindi Impenetrable National Park, Uganda. In†Primates of Western Uganda†(pp. 171-192). Springer New York.","Helminth","Nematoda","Secernentea","Strongylida","Trichostrongylidae",""
"Hyostrongylus rubidus","Hyostrongylus rubidus","yes","valid name in NCBI","","NCBI 108470","","Helminth","Nematoda","Secernentea","Strongylida","Trichostrongylidae",""
"Hyostrongylus sp.","Hyostrongylus sp.","no","valid name in NCBI","","NCBI 108469","","Helminth","Nematoda","Secernentea","Strongylida","Trichostrongylidae",""
"Hypoaspis leviculus","Hypoaspis†leviculus","yes","invalid genus","","Ritzi and Whitaker 2003","Ritzi, C. M., & Whitaker Jr, J. O. (2003). Ectoparasites of small mammals from the Newport chemical depot, Vermillion county, Indiana.†Northeastern Naturalist,†10(2), 149-158.","Arthropod","Arthropoda","Arachnida","Mesostigmata","Laelapidae",""
"Hypoderma actaeon","Hypoderma actaeon","yes","valid name in NCBI","","NCBI 204920","","Arthropod","Arthropoda","Insecta","Diptera","Oestridae",""
"Hypoderma diana","Hypoderma diana","yes","valid name in NCBI","","NCBI 170899","","Arthropod","Arthropoda","Insecta","Diptera","Oestridae",""
"Hypoderma","Hypoderma sp.","no","valid name in NCBI","","NCBI 7388","","Arthropod","Arthropoda","Insecta","Diptera","Oestridae",""
"Hypoderma tarandi","Hypoderma tarandi","yes","valid name in NCBI","","NCBI 204921","","Arthropod","Arthropoda","Insecta","Diptera","Oestridae",""
"Hysterothylacium sp.","Hysterothylacium sp.","no","valid name in NCBI","","NCBI 59255","","Helminth","Nematoda","Secernentea","Ascaridida","Raphidascarididae",""
"Impalaia nudicollis","Impalaia nudicollis","yes","valid in papers","","Spinage, C. A. ","Spinage, C. A. (2012). Zoonoses Animal and Human Diseases Endo and Ectoparasites Mainly Mammal II. In†African Ecology†(pp. 1151-1190). Springer Berlin Heidelberg.","Helminth","Nematoda","Secernentea","Rhabditida","Trichostrongyloidea",""
"Impalaia","Impalaia sp.","no","valid in papers","","Spinage, C. A. ","Spinage, C. A. (2012). Zoonoses Animal and Human Diseases Endo and Ectoparasites Mainly Mammal II. In†African Ecology†(pp. 1151-1190). Springer Berlin Heidelberg.","Helminth","Nematoda","Secernentea","Rhabditida","Trichostrongyloidea",""
"Impalaia sp.","Impalaia sp.","no","valid in papers","","Spinage, C. A. ","Spinage, C. A. (2012). Zoonoses Animal and Human Diseases Endo and Ectoparasites Mainly Mammal II. In†African Ecology†(pp. 1151-1190). Springer Berlin Heidelberg.","Helminth","Nematoda","Secernentea","Rhabditida","Trichostrongyloidea",""
"Impalaia tuberculata","Impalaia tuberculata","yes","valid in papers","","Van Wyk, I. C., & Boomker, J. ","Van Wyk, I. C., & Boomker, J. (2011). Parasites of South African wildlife: XIX. The prevalence of helminths in some common antelopes, warthogs and a bushpig in the Limpopo province, South Africa.†Onderstepoort Journal of Veterinary Research,†78(1), 1-11.","Helminth","Nematoda","Secernentea","Rhabditida","Trichostrongyloidea",""
"Influenza A2","Influenzavirus A Influenza A virus","yes","valid name in ICTV v.2015","","","","Virus","RNA virus","ss-","Mononegavirales","Orthomyxoviridae",""
"Influenza A virus","Influenzavirus A Influenza A virus","yes","valid name in ICTV v.2015","","","","Virus","RNA virus","ss-","Mononegavirales","Orthomyxoviridae",""
"Influenzavirus influenza A","Influenzavirus A Influenza A virus","yes","valid name in ICTV v.2015","","","","Virus","RNA virus","ss-","Mononegavirales","Orthomyxoviridae",""
"Influenza A","Influenzavirus A Influenza A virus","yes","valid name in ICTV v.2015","","","","Virus","RNA virus","ss-","Mononegavirales","Orthomyxoviridae",""
"HPAIV H5N1","Influenzavirus A Influenza A virus","yes","valid name in ICTV v.2015","","","","Virus","RNA virus","ss-","Mononegavirales","Orthomyxoviridae",""
"Avian Influenza virus","Influenzavirus A Influenza A virus","yes","valid name in ICTV v.2015","","","","Virus","RNA virus","ss-","Mononegavirales","Orthomyxoviridae",""
"Influenzavirus A Influenza A virus subtype H1N1","Influenzavirus A Influenza A virus","yes","valid name in ICTV v.2015","","","","Virus","RNA virus","ss-","Mononegavirales","Orthomyxoviridae","subtype H1N1"
"Influenza B virus","Influenzavirus B Influenza B virus","yes","valid name in ICTV v.2015","","","","Virus","RNA virus","ss-","Mononegavirales","Orthomyxoviridae",""
"Influenzavirus influenza B","Influenzavirus B Influenza B virus","yes","valid name in ICTV v.2015","","","","Virus","RNA virus","ss-","Mononegavirales","Orthomyxoviridae",""
"Iodamoeba butschlii","Iodamoeba butschlii","yes","valid in papers","","Rayan, P., Verghese, S., & McDonnell, P. A. ","Rayan, P., Verghese, S., & McDonnell, P. A. (2010). Geographical location and age affects the incidence of parasitic infestations in school children.Indian Journal of Pathology and Microbiology,†53(3), 498.","Protozoa","Amoebozoa","Archamoebae","Entamoebida","Entamoebidae",""
"Iodameoba buetschlii","Iodamoeba butschlii","yes","valid in papers","","Rayan, P., Verghese, S., & McDonnell, P. A. ","Rayan, P., Verghese, S., & McDonnell, P. A. (2010). Geographical location and age affects the incidence of parasitic infestations in school children.Indian Journal of Pathology and Microbiology,†53(3), 498.","Protozoa","Amoebozoa","Archamoebae","Entamoebida","Entamoebidae",""
"Iodamoeba","Iodamoeba sp.","no","valid name in NCBI","","NCBI 1089792","","Protozoa","Amoebozoa","Archamoebae","Entamoebida","Entamoebidae",""
"Iodamoeba spp.","Iodamoeba sp.","no","valid name in NCBI","","NCBI 1089792","","Protozoa","Amoebozoa","Archamoebae","Entamoebida","Entamoebidae",""
"Iodamoeba sp.","Iodamoeba sp.","no","valid name in NCBI","","NCBI 1089792","","Protozoa","Amoebozoa","Archamoebae","Entamoebida","Entamoebidae",""
"Isospora africana","Isospora africana","yes","valid name in database","","","http://biology.unm.edu/coccidia/carniv2.html","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae",""
"Isospora altaica","Isospora altaica","yes","one paper likely in GMPD","",NA,"Duszynski, D. W., Couch, L., & Upton, S. J. Coccidia (Eimeria and Isospora) of Carnivores II (Herpestidae, Hyaenidae, Mustelidae, Procyonidae, Ursidae, Viverridae).","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae",""
"Isospora arctopitheci","Isospora arctopitheci","yes","valid in papers","",NA,"Valdespino, C., Rico-Hern·ndez, G., & Mandujano, S. (2010). Gastrointestinal parasites of howler monkeys (Alouatta palliata) inhabiting the fragmented landscape of the Santa Marta mountain range, Veracruz, Mexico.†American Journal of Primatology,†72(6), 539-548.","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae",""
"Isospora cebi","Isospora cebi","yes","few papers likely in GMPD","",NA,"Macy, R. W., Berntzen, A. K., & Benz, M. (2011). A Redescription of Isospora arctopitheci Rodhain, 1933 (Protozoa: Eimeriidae) from Primates of Panama.†J. Parasitol,†54, 28-38.","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae",""
"Isospora endocallimici","Isospora endocallimici","yes","few papers likely in GMPD","",NA,"Duszynski, D. W., & File, S. K. (1974). Structure of the oocyst and excystation of sporozoites of Isospora endocallimici n. sp., from the marmoset Callimico goeldii.†Transactions of the American Microscopical Society, 403-408.","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae",""
"Isospora hoogstraali","Isospora hoogstraali","yes","few papers likely in GMPD","",NA,"Duszynski, D. W., Couch, L., & Upton, S. J. Coccidia (Eimeria and Isospora) of Carnivores II (Herpestidae, Hyaenidae, Mustelidae, Procyonidae, Ursidae, Viverridae).","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae",""
"Isospora lutrae","Isospora lutrae","yes","one paper likely in GMPD","",NA,"Torres, J., Modr˝, D., Fern·ndez, J., älapeta, J. R., & Koudela, B. (2000). Isospora lutrae n. sp.(Apicomplexa: Eimeriidae), a new coccidium from the European otter Lutra lutra (L.)(Carnivora: Mustelidae) from Spain.†Systematic parasitology,†47(1), 59-63.","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae",""
"Isospora martessii","Isospora martessii","yes","few papers likely in GMPD","",NA,"Torres, J., Modr˝, D., Fern·ndez, J., älapeta, J. R., & Koudela, B. (2000). Isospora lutrae n. sp.(Apicomplexa: Eimeriidae), a new coccidium from the European otter Lutra lutra (L.)(Carnivora: Mustelidae) from Spain.†Systematic parasitology,†47(1), 59-63.","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae",""
